user_id,announce_time,location,authenticated_flag,type,forward_num,comment_num,sum,interact_id,interact_content,original_content
6389419854,2019/9/25 16:31,浙江,非认证,原创,1,11,12, ,卧槽！中大在校內舉行暴力訓練课。。。 #守护香港 止暴制乱# ???? ????#央视主播告诉你爱国最好的打开方式#  http://t.cn/AinKMBau ?, 
2639278851,2019/9/25 16:46,重庆,认证,原创,10,19,29, ,这香港妓胁真特么会双标，这无耻的嘴脸真是难看。 黄色记者被打，马上出来护犊子。环球时报记者付国豪被打，就轻描淡写。 ?, 
2001369965,2019/9/25 17:09,北京 朝阳区,认证,原创,3,0,3, ,【香港家长高声疾呼：孩子不是老师的棋子】9月22日中午，数十名香港家长顶着烈日举行了一场“反洗脑 拒绝政治入侵校园”集会，抗议部分教师鼓动学生参加?街头暴力。 ?, 
1154486654,2019/9/25 17:11,香港 其他,非认证,原创,1,0,1, ,情绪而非理智主导着香港示威者。让人上街并不需要强大的理由，只需要强大的情绪就可以。最近听到一个关于英国脱欧的分析，据说当时留欧派的人数是多于脱欧派的，这也是当时卡梅隆为什么敢弄这么个公投的原因。结果脱欧派善于利用大数据，对于选民进行网络情绪攻击，就是说你喜欢什么就给你发送什么信...全文： http://weibo.com/1154486654/I8Ace2zMR ?, 
1787390862,2019/9/25 17:33,广东 潮州,非认证,原创,0,1,1, ,【我正在参加淘气值限时冲刺，战队淘气值集满5188分立享88元开通88VIP！快来为我助力吧！】http://t.cn/AinKWSzS 点击链接，再选择浏览器咑閞；或椱ァ製这段描述￥phK9YnKeBzH￥后到?手机天猫? ?, 
6345572255,2019/9/25 17:42,北京 朝阳区,非认证,原创,2155,333,2488, ,#剧照故事# 80，90年代的香港乐坛真是一个神话，众星云集。 http://t.cn/AinKjHeJ ?, 
5033195293,2019/9/25 17:43,香港,认证,原创,26,227,253, ,即时[话筒]快讯：香港大学乐队环校演奏《愿荣光归香港》有同学自发组成乐队，并以环游校园方式演奏《愿荣光归香港》。这群废青越来越逗了[允悲][允悲]脸都不露出来……还要……#大兴机场刷脸登机##杀人回忆原型案嫌犯照片# http://t.cn/RJycfbu ?, 
5685358568,2019/9/25 17:49,北京,认证,原创,1,0,1, ,【十大净买入知名机构云集 复宏汉霖上市首日依然破发[中国赞]】$复宏汉霖－Ｂ hk02696$ （02696）在9月25日正式挂牌。截至收盘，公司报价每股49.45港元，公司总市值为257.16亿港元。挂牌首日，复宏汉霖成交611.85万股，总成交额达2.96亿港元。 此次登陆港股市场，复宏汉霖募资金额超30亿港元，在今年尚未盈利生物医药公司的募资规模榜单中位列第一。, 
2014548525,2019/9/25 17:51,其他,非认证,原创,6,50,56, ,香港7.28上环暴动案新婚暴徒被告准离港且不用在守宵禁令，男方：终于可以与朋友通宵「唱K」了。 ?, 
1217536527,2019/9/25 18:00,辽宁 沈阳,认证,转发,122,1,123,5091912327,说的多好。认为自己做对的事为什么要蒙面不敢示人。[赞][赞][赞][赞]//@但斌:[笑cry][哈哈]//@闽海东源Wealth:不影响，我们可以以暴制暴[加油]霸气[给力],内地大叔一脸不屑回答香港记者有关废青的提问：一群没脑子的人干没脑子的事。PS：最后一句很刚！http://t.cn/Aini8H1T #我和我的祖国预售破亿# ?
